text,label
Worried about how small businesses will survive this. The economic fallout is just beginning. #SupportLocal #COVID19Impact,negative
My thanks to every person working in harms way to provide the rest of us with the necessities of life especially all the grocery store workers who take on the daily risk of additional exposure to potentially infected people so we can eat and live THANK YOU,negative
The way this pandemic is being politicized instead of dealt with scientifically is infuriating. #COVID19Politics,negative
The dedication of postal and delivery workers during this time is admirable. Delivering essentials and smiles! ???????? #PostalHeroes #DeliveryService,extremely positive
Queensland supermarkets get green light to restock 24-7 as COVID-19 cases leap https://t.co/GuUIarXUBF via @ABCNews,neutral
"@amazon is REFUSING to help prevent the spread of covid-19. I work in a grocery store, I can????t buy gloves to help prevent the spread because of a lockout on AMMEX NON-STERILE gloves. @JeffBezos needs to fix this or people will die. @realdonaldtrump pleas",negative
Feeling grateful for the increased awareness and conversations about mental health. It's so important. ???????? #MentalHealthMatters,positive
Contactless payments have made shopping so much safer and easier. Digital payments for the win! #FinTech #SafeShopping,extremely positive
Who knew working from home could be this productive? Discovering new ways to work. #RemoteWork #WorkFromHome,positive
Remote work has been a game-changer! Loving the flexibility and productivity it brings. #WorkFromHomeLife #DigitalTransformation,extremely positive
Man I am confused Yesterday at the briefing Trump was saying lower gas prices was a  tax cut for Americans in a way   So why is he thrilled to be manipulating the price of oil,extremely negative
How the pandemic is reshaping consumer habits and preferences. #ConsumerBehavior,neutral
#Coronavirus #Economics | *Hiding Behind The CoronaVirus veil :The Massive Preparation ???? in the shadows???? for The New Currency ????Shock U.S. Digital Dollar Proposals Set Bitcoin And Crypto Prices Alight ???? https://t.co/vh8hq9HUqj,negative
Telemedicine has been a lifesaver. Accessing healthcare from home is the future. #Telehealth #HealthcareInnovation,extremely positive
"Virtual concerts have been a lifeline in these times. Music truly unites us, no matter the distance. ???? #VirtualEvents",extremely positive
Wow Early 311 complaint trends in the age of in NYC,positive
Heartwarming to see people volunteering to help the elderly with their groceries. #CommunityLove #HelpingHands,positive
COVID-19 Impact on Consumer Goods Sector #Covid_19 #COVID2019 #usacovid19 @ https://t.co/iiNyKuLJtb,neutral
The amount of single-use plastics being used and discarded during the pandemic is an environmental nightmare. #PlasticWaste #COVID19,negative
Airline prices are back up? Really? In the middle of a pandemic? #AirlineGreed #COVID19,negative
DIY projects have taken a new life in quarantine. Loving the creativity and ingenuity I'm seeing online! ???????? #QuarantineCrafts,extremely positive
Workplace Shift: The pandemic accelerates the trend towards remote working and digital collaboration. #FutureOfWork,neutral
Analyzing the rise of telehealth services during the pandemic. #Telehealth #HealthcareInnovation,neutral
Exploring the economic impact of COVID-19 on various industries. #EconomicAnalysis #PandemicEconomy,neutral
Just read about a local restaurant providing free meals to healthcare workers. This kind of generosity warms my heart! ?????????? #SupportLocal #COVID19,positive
"Social distancing!!!! Apparently not when you go to the store where you have 500+ people elbow to elbow. And there????s the retail workers getting screamed at for being out of water and TP. Way to go humanity, you suck!
#CoronaCrisis #Retail",extremely negative
"Luxembourg Prime Minister @Xavier_Bettel, addressing the nation now: ????You don????t need to create a supermarket outlet at home.???? #StopHoarding #COVID2019 #Luxembourg",positive
"Grocery stores are a nightmare. Empty shelves, long lines. This is our new normal? #COVID19chaos",negative
A closer look at how hospitals are coping with the increased pressure due to #COVID19. #HealthcareHeroes,neutral
The isolation due to COVID-19 is taking a toll on my mental health. #QuarantineLife #MentalHealth,negative
Appreciating the creative ways media has adapted to keep us informed and entertained. Never a dull moment! ???????? #MediaEvolution,extremely positive
Egypt cuts dividend tax and energy prices to soften #coronavirus impact https://t.co/GvNVDaxTGj,neutral
The loneliness and isolation from this lockdown are crushing. When will this end? #COVID19Loneliness,extremely negative
Living in constant fear of this virus is taking a toll. When will this nightmare end? #PandemicAnxiety,extremely negative
Food delivery drivers are in high demand amid the stay at home order but now there is a circulating targeting drivers warns,negative
"The disruption to daily life is more than inconvenient, it's life-altering. When will things be normal again? #LifeDisrupted #COVID19",extremely negative
How are small businesses coping with the pandemic? It's a challenging time for many. #SupportLocal #COVID19,neutral
Branding in times of crisis: It's crucial for companies to show their support for consumers and the community. #BrandValues,neutral
Understanding the psychological effects of long-term social distancing. #MentalHealth #COVID19,neutral
"Seeing people ignore social distancing rules is infuriating. It's about public safety, not personal convenience. #SocialDistancingMatters #COVID19",negative
"The individuals and families that food banks support simply can????t afford to stock up, as other Canadians are doing.  https://t.co/YlBhj6fTRi",positive
"@DrSundara3 Most probably in cool air conditioned environment. Follow the equator.
https://t.co/zu2fCHMEyn If so even icu could be a conducive environment and the only solution is alcohol sprays. Supply large quantities to every street for decontaminati",positive
Local supermarkets ensuring safe shopping experiences deserve a huge shoutout. Safety first! ???? #SafeShopping #SupermarketHeroes,extremely positive
The disparity in how COVID-19 affects different communities is a stark reminder of inequality. #COVID19 #Inequality,negative
Appreciating the seamless integration of augmented reality in media during the pandemic. It's like having the world at our fingertips! ???? #AR #MediaInnovation,extremely positive
How are brands adapting to the pandemic? Some fascinating shifts in marketing strategies. #BrandResponse #COVID19,neutral
"Instead of stripping the supermarket shelves bare - those who can afford it could perhaps start using delivery apps to support their local restaurants.  

Let's all try and help each other in any way we can.

#COVID2019 #InItTogether #PanicBuying @Deliveroo @JustEatUK https://t.co/ljAaPow1KK",extremely positive
The rush on supermarkets is causing unnecessary stress. Why can't people remain calm? #PanicBuying #COVID19,negative
Limited water supply sign during,negative
@stillgray #coronavirus starts in China and now they are killing it making good and bad PPE at extortionist prices! ? #CoronavirusPandemic #COVID19 #Covid_19 #CoronavirusOutbreak,extremely negative
"@waitrose #retail report frm dtr #HighWycombe store doing her once a wk shop  ????v crowded this a.m. with none of the #hygiene that was there last week, no trolley wipe downs, etc she says  ????I????m going to @asda next week???? #coronavirus #WednesdayWisdom #W",negative
"Hand sanitizers prices/100ml in Diff countries for #COVID2019

Saudi Arab - ?10
Iran              - ?15
Iraq              - ?25
Libya           - ?28
Pakistan     - ?32
Hindustan  - ?300

Modi ji, just tell me Why?

Rt coz nobody will tell you this.",positive
"In the wake of the COVID-19 outbreak, our certified Credit Counsellors are prepared to help the many Canadians who are at risk of facing consumer insolvencies. We work hard to help Canadians with their financial hardships  ? #DebtHelp #DebtFree https://t.co/1wEliBYwJP",extremely positive
Witnessing an incredible sense of community online. Social media can be a force for good! ?????????? #SocialForGood,positive
"Angry at the lack of clear policies from the government. We need action, not confusion. #COVID19response",extremely negative
Watching @ipsosus consumer confidence survey presentation: historic drop in the past few weeks across the board (major and household purchases). #coronavirus,positive
Social media is just making the panic worse. Can we not spread fear for once? #COVID19 #SocialMedia,negative
@ReverseCoconut Just wait the prices will be harder to guess once the economy tanks #coronavirus,neutral
Big applause for the scientists working tirelessly on a vaccine. #ScienceWins,positive
#NOVACYT #NCYT Demand for private #coronavirus testing kits is skyrocketing with prices also rising rapidly. One supplier increased the cost of its tests by 25 per cent over the weekend as private labs struggle to cope with demand https://t.co/TQqYyxZuEx,negative
"Holiday plans ruined, money lost, and no sign of consumer protection. Thanks, COVID-19. #travelchaos",extremely negative
The misinformation about #COVID19 is as dangerous as the virus itself. Stop spreading false news!,negative
"A friend of mine who works at Woolworths in eastern Melbourne said their store received 3 pellets of stock tonight, in total. 3.... #coronavirus #COVID19au #Covid_19 #food #supermarket #woolworths #shortage",positive
Inspired by how businesses are pivoting to meet new needs. We are adaptable! #BusinessResilience #COVID19,positive
"Due to difficult times caused by the COVID-19 situation, we will be lowering our prices by 30% on all products for for a limited time. Until the quarantine is over or until we are no longer able to ship out.

Please stay safe and we wish you the best during this difficult moment. https://t.co/njbf13trMM",positive
St. Norbert Farmers???? Market is creating an online option. Support local farmers when buying essentials during this time of global pandemic. A strong healthy local economy is key to getting through on the other side https://t.co/o819K93pHQ,extremely positive
Gardening has become my therapeutic escape. Nature heals. #GardeningJoy #GreenThumb,positive
"LOOK: Those who are entering this supermarket in Quezon City need to fall in line. Only 100 persons are allowed inside | @CarolynBonquin 

Follow our live blog for more #COVID19 updates: https://t.co/FDRB217en4 https://t.co/pIek3cA2P8",neutral
60 of shoppers want stores open by the end of May,positive
Anger doesn't even cover how I feel about those not taking COVID-19 seriously. #RagingAgainstRecklessness,extremely negative
Watching the healthcare system strain under this pandemic is both scary and frustrating. #HealthcareHeroes #COVID19,negative
Telemedicine is a revolution in healthcare ?? so convenient and efficient. Hats off to healthcare innovation! ???? #Telemedicine #HealthTech,extremely positive
????Farmers are seeing produce rot in fields and dairy wash down drains as they rush to find areas of demand and prevent closures???? https://t.co/OMWF0RHhDZ #coronavirus #supplychain,negative
The role of technology in managing the COVID-19 crisis ?? a review. #TechInPandemic #Innovation,neutral
"Stock Up on Chicken Soup! KOZAK Ukrainian Bakery ? #staypositive #coronavirus  #eastvan
#food #foodies #foodie #foodblog #vancouver #vancouverbc #yvreats #yvr #vancity #yvrfoodies #vancouverfood #vancouverfoodie #vancouverfoodies #burnaby #newwest #surreybc #richmondbc #Canucks https://t.co/XvOoDkBsEa",neutral
"Bangalore-based startup @Bioneventures is selling ""at-home"" COVID-19 rapid antibody screening tests for Rs2500 on its website. AIDAN has raised concerns to @CDSCO_INDIA_INF @ICMRDELHI about direct-to-consumer marketing of test kits &amp; to investigate this https://t.co/8KnKmNOs6P",neutral
Crucial info from a friend who knows how much loo roll people use As someone who has frequently provisioned for 4 6 months without a grocery store I promise you that 1 roll per person per week of th#e average sized roll is all you need,positive
Good job I like Rhubarb and Custard Creams   19,extremely positive
"Altered consumer purchasing behaviors in the wake of the spreading coronavirus outbreak has food and beverage manufacturers as well as retailers scrambling to keep pace 
 https://t.co/45KkigleWP #foodbusiness @nielsen @iriworldwide",positive
Grocery shopping in the time of COVID-19: safety tips and best practices. #SafeShopping #PandemicLife,neutral
As more of us turn to the internet to shop during remember that if an online shopping offer looks too good to be true then it probably is Find out how to protect yourself online,extremely positive
"Hyvee always thanks it????s shoppers for shopping. Hyvee, Sunday, March, 15, 2020, in Blue Springs, Missouri. However, as COVID-19 develops will shoppers begin to take advantage of online and delivery forms of obtaining their every day needs? https://t.co/yKgrv3vBPQ",positive
Happy Easter Family gathering bit different this time take this have fun And Thank You to all of you who make sure the flour the butter quite a bit actually the eggs the milk all neatly stocked in the supermarket shelves,extremely positive
Working from home has become the new normal for many. How is it impacting productivity? #RemoteWork #COVID19,neutral
"In this momentous live stream benefiting the Center for Disaster Philanthropy Covid-19 Response Fund, I discuss the status of G-Fest, the Olympics, how important supermarket employees are, and how Japan and the economy are affected by the pandemic.
https://t.co/JCam13Pzwi",negative
"The blame game among politicians is getting us nowhere. We need solutions, not finger-pointing. #COVIDPolitics",extremely negative
Seeing the economic divide deepen during COVID-19 is a stark reminder of our societal failures. #inequality #pandemicreality,negative
Real Estate Investing has never been so hot   19,neutral
Possibly controversial but what????s the infection risk of entering your local food store/ supermarket? How does it compare to a pub/restaurant/ leisure centre/hospital?,negative
"Hey @TheFive People are getting better from #coronavirus . Talk about that..
#TheFive 
#StopPanicBuying",positive
"#Covid_19 #crisis: Consumer internet #startups brace for salary cuts, #layoffs
#EconomicCrisis 

https://t.co/RRfyaWqW4a",negative
"Need signs?  Contact Fastsigns INGLEWOOD/LAX. We will help you get your restaurant or grocery store in compliance with Covid 19. Do not come into store. Order through email or phone call. (310)957-3333
2177@Fastsigns.com  #GroceryStores 403 s. La Brea Ave. Inglewood, CA",positive
???? The global collaboration in vaccine research shows what we can achieve together. #UnitedAgainstCovid,extremely positive
Seeing companies focus on employee mental health and well-being during these times is a positive change. #MentalHealthMatters #EmployeeWellness,extremely positive
The Manchester online shopping giant The Hut Group is donating  10m to help fight Covid 19 The retailer specialises in beauty products but it s now making hand sanitisers and donating them to the NHS The firm is recruiting 500 more people to help increase production,extremely positive
Healthcare workers are heroes. Supermarket workers are also on the front lines. Let's show some respect. #EssentialWorkers #COVID19,negative
@PressSec @realDonaldTrump This is BS now At this point I????d rather get the damn #coronavirus we have lost a third of our money in the stock market lost our jobs food supply chain bare and freedom nope not that either.  I????m done being strong we are hosta,positive
Alright I m in full COVID 19 panic mode and I just bought the cats 80 lbs of litter 4 bags of dry food and 48 containers of wet food And I bought myself a bag of Baked Ruffle chips Priorities,negative
"FRB SF - A new Daily News Sentiment Index provides a way to measure sentiment in real time from 1980 to today. Compared with survey-based measures of consumer sentiment, this index shows an earlier and more pronounced drop in sentiment in recent weeks https://t.co/ZZPddQd2ul",negative
"Government advice now falling between two stools.
If you are asking people to stay at home and businesses are laying their staff off you will see panic buying as people don????t know if they will have money for food in a few weeks. Urgent action is required to reassure #coronavirus",negative
"Due to COVID-19, our team is taking extra precautions within our shops. That includes picking up or dropping off a pet, online shopping, or in store shopping. Find all the details on our Facebook page. https://t.co/0TIdRjezqS",neutral
"19 - 25 year old self - waited in line in questionable outfits to get into a bar 

30 year old self - waits in line ups to get into the grocery store, in tracks. 

...guest list or money for security, to bypass the lines - does this still work 

#COVID2019 #timeshavechanged",positive
From the hot zone! My sushi place is delivery only. My wine shop is limiting capacity. Cold medicine shelves are empty but employees are furiously restocking. Grocery store has many holes but a TON of restocking is going on. Every store has toilet paper.#coronavirus #NYC #Brookly https://t.co/aSphYfx2jG,extremely negative
Due to the Covid-19 Virus BASEBALL CARDS PLUS retail location will close for 2 weeks to SUPPORT the effort to wipe this out faster. We will be taking in store phone orders shipped FREE during this period. Plus our Ebay Store is offering same day service: https://t.co/jQy03DFNUD https://t.co/TBS8TLRiAU,extremely positive
"Help Rhine Hall Provide Sanitizer
#coronavirus #handsanitizer
#distillery #chicago #Covid_19 
#COVID19 #CoronavirusUSA
#Gofundme #donate
#pfe #rhinehall 
https://t.co/9zM7jAZsQa",positive
"4th Apr - @AndyOstroy Ohio  4,043 cases of COVID-19 in the state. That's a jump of 304 from previous day, 
 119 deaths across the state, an increase of 17 over the previous day, the most reported in a 24 hour period. #bloodofJesus Vs #Hydroxychloroquine prices -/+ ?",positive
"These #charges are never in favour of the consumer: Eg,some(often of foreign ancestry at Aldi)checkout operators short change customers by 5c,but if you're the one 5c short,you don't get your #groceries. #coronavirus #Auspol",negative
ETRetail | Consumers stock up on FMCG bulk packs due to Covid-19 outbreak https://t.co/QdsnXOORf8,neutral
Watching the economy crumble is terrifying. How will we recover from this? #EconomicFear #COVID19,extremely negative
Pennsylvania grocery store takes customers temperatures as more companies step up to fight COVID 19,negative
"hello @RoyalMail in light of the #Covid_19 goings on, you need to not rise your prices further hitting businesses that are still able to operate in these times, what do you say?! @RoyalMailHelp",neutral
"nurses, teachers, those who grow our food and those who transport it to the supermarket shelves, and the people who, despite the health risks, continue to serve us in the supermarkets &amp; pharmacies.""

https://t.co/qOoXhtDPC7",positive
The economic impact of this pandemic will be felt for years. So many lives ruined. #COVID19Economy,extremely negative
Seeing empty shelves in grocery stores is a stark reminder of how unprepared we were for this. #PanicBuying,extremely negative
"DOUBLE TAP ??IF YOU REMEMBER BEING EMPLOYED?

Follow ? @walletgyde for more tips on lifestyle and personal finance during the Covid-19 outbreak.?

#coronavirus #pandemic #socialdistancing #shutdown #toiletpaper #quarantine #dating #mindset #positivevibes #energy https://t.co/pOHoPKfGu1",neutral
?????? FOR ALL THE GROCERY STORE EMPLOYEES! #COVID2019 #coronavirus #pandemic #corona,neutral
Hawaiian Airlines suspends all non essential flights to Hawaii,neutral
"During the Coronavirus crisis, Virtual Assistants can be used to place the order online without customers coming in direct contact with store representatives. Know more - https://t.co/iYhJEdufnl
#virtualassistant #retailbot #conversationalcommerce #Covid_19 #CoronaCrisis",extremely negative
New President Trump says U S gasoline prices will fall below 1 00 due the economic impacts due to,neutral
"Long lines and so many rules at the local supermarket this morning. Hard moments help us to value things that we used to have for granted, like going to buy Nutella and other non-essential stuff on Sunday morning... #Coronavirus #COVID19 #StayHome #CaVaBienAller",extremely positive
In the latest COVID 19 DairyPod caught up with Fresh Agenda director Steve Spencer to look at how markets and farm gate milk prices are shaping up in the post coronavirus world Listen on Soundcloud or subscribe at Apple Podcasts or Google Play,positive
#COVID19 has led to significant advancements in telehealth services. #HealthTech,neutral
The growth in e-commerce has made shopping from home a breeze. Love seeing businesses adapt and thrive! ??????????? #EcommerceEvolution,extremely positive
"@irisshackleton The Warehouse sells nothing essential (that can????t be bought at a supermarket). The more places that stay closed, the less chance we all have of spreading Covid-19. The Warehouse????s self-declaration they think they????re essential today was",positive
My cousin works at a grocery store. She says she's been working 70+ hours a week and still can't keep up. Please be extra kind to the people on the front lines keeping this country running and also maybe say a prayer that they don't get exposed. #coronavirus #COVID19 #Covid_19,extremely positive
"Infuriated by those who aren't taking #COVID19 seriously. It's a pandemic, not a joke!",negative
"Steep declines for #LME base metals prices amid #coronavirus pandemic; #copper down 22% since Jan

https://t.co/Jui4eEWuPo https://t.co/EKJOW8z6Up",neutral
???? Seeing more people walking their dogs and enjoying nature is a delightful change. #NatureHeals,positive
"Amazon is looking to hire 100,000 people across the U.S and temporarily raise pay by $2 an hour to handle coronavirus-induced online shopping.
.
.
#coronavirus #amazon #crisis #jobcreation 

https://t.co/DpSThsqWwv",positive
Curious what COVID 19 is doing to the local service industry just published the data we re seeing about consumer activity across the country and across industries This is the challenge facing small business,positive
?????????????? Home workouts have never been more fun with so many online classes available! #FitnessFromHome,extremely positive
How COVID-19 is influencing fashion trends ?? a look at functional wear. #FashionInPandemic #COVID19Fashion,neutral
We will be donating one crore packs of Parle G biscuits every week for the next three weeks effectively about three crore packs of biscuits,positive
Watching old movies and reliving memories. Nostalgia is a sweet comfort. #MovieNight #QuarantineLife,positive
"This pandemic is showing the worst in people. Hoarding, ignoring rules, just a complete lack of empathy. #COVID19",extremely negative
The impact on education is a ticking time bomb. Our kids are losing valuable time. #EducationCrisis #Pandemic,extremely negative
New study highlights the effectiveness of masks in public settings. #COVID19Research #PublicHealth,neutral
@MichaelLeePope @UncorkdSuffolk @TransitionVa @PrecariousBeer It????s more important now than ever that we #supportlocal during tough times. We want all of our local friends and businesses to survive through the #coronavirus and the uncertainty that it brin,positive
Healthcare systems are on the brink. This is a failure of epic proportions. #HealthcareCrisis,extremely negative
What Does COVID-19 Mean For Data Protection Under GDPR? https://t.co/dvmCb0jTZ1 ; he delicate balance between protecting consumer privacy and protecting public health,positive
Binge shopping online #QuarantineLife #coronavirus,neutral
"Here's the week-by-week conversational topics related to coronavirus. LEARN MORE: https://t.co/w1aVkfP1Zx

#coronavirus #socialmedia #branding #Analytics https://t.co/bcPaQh8rCf",neutral
Why can't we have better public sanitizing stations? Other countries are doing it! #publichealth #COVID19fail,negative
???? Meal kits from local chefs are a delicious way to break the monotony of home cooking. #GourmetAtHome,extremely positive
Local distilleries making hand sanitizers ?? talk about a creative pivot! Hand sanitizers never smelled so good. ???? #DistilleriesHelpingOut #HandSanitizer,extremely positive
"2008 Hope and Change
2020 Soap and Estrange https://t.co/0QJ8yLN5iA
#SoapAndEstrange
#Soap #sanitizer
#coronavirus #COVID?19  #coronapocolypse #WashYourHands #SocialDistancing  #COVID #Fauci #WashToCare #StayHome #SaturdayMorning 
#SaturdayThoughts #SocialDistancingWorksStaySafe",positive
"Industries with the biggest online traffic growth/decline due to #Covid19. 
#covid19 #coronavirus #onlinetraffic 
https://t.co/mSFlnLscYw https://t.co/G7GT7VyVSC",positive
"On this Easter @morena_hotel wishes you a very happy and blessed Easter!
We reminds you to stay safe!
Let's celebrate while we encourage each other to keep social distancing and to wash our hands with clean water,  soap and sanitizer to avoid the spread of #coronavirus #covid19 https://t.co/CjJxQarGiz",extremely positive
Community Update: Small grocery stores are becoming crucial for many during the pandemic. #LocalBusiness #SupportLocal,neutral
"Just in the #supermarket - anyone need anything? Yes it????s well stocked, and no I????m not telling you where I am! #shopping #coronavirus https://t.co/sLQ1Xf9OzP",positive
How are schools adapting to the challenges posed by #COVID19? Let's discuss. #EducationDuringPandemic,neutral
Surge in Online Shopping Drives Major Increase in Themed Fraud Attempts Full article from,negative
"Experts: Don't panic. Even with the coronavirus outbreak, there's plenty of food in supply chain. https://t.co/9qU6PxMchw",negative
Guy in front of me in a supermarket line has 6 bottles of duck deep cleaning gel... people don't lose your logic please! #london #coronavirus #panicbuying,negative
@mochiiimo_ A lot of production sites have raised their prices bc of shortages due to covid-19 :c I had to cancel a lot of my upcoming merch bc of this,negative
Politicians playing games while people suffer and die. This is the reality of our COVID-19 response. #COVID19Politics,extremely negative
"The spring housing market will be much slower than normal, but home prices remain stable even as some markets hit pause during the COVID-19 outbreak. https://t.co/qpYWUfHLqB https://t.co/CRYZArZCUj",positive
"Health food store worker at Foleo Otsu Ichiriyama shopping mall found to have COVID-19 on April 4, forcing most of the mall to close and disinfect from April 5 until further notice. Only the supermarket and drugstore remain open. #????????? https://t.co/IZttPntud1",neutral
Watching a fashion brand switch from haute couture to making masks is nothing short of inspiring. #InnovationInFashion #CovidResponse,extremely positive
The economic impact of this pandemic is terrifying. Every closed business is someone's dream dying. #COVID19Economy,negative
Appalled by the scams exploiting this pandemic. How low can people go? #COVID19Scams #Shameful,extremely negative
Supply Chain Concern: The pandemic highlights the vulnerability of global supply networks. #SupplyChainManagement,neutral
"Market Basket, Shaw's employees in Mass. test positive for coronavirus https://t.co/5YZw2vUXkc",positive
"Extremely irresponsible and selfish from someone who should know better. Maybe head over to your local hospital or supermarket to lend a hand, @antmiddleton #Covid_19 #coronavirus 

https://t.co/d2S8Umg4c1",negative
"Urban gardening has taken off, and I'm all for this green revolution! ??????????? #UrbanGreening",extremely positive
Economic Insight: Major supply and demand disruptions are affecting global markets. Exploring fiscal solutions. #EconomyWatch,neutral
???? Just saw a neighbor helping an elderly couple with their groceries. Acts of kindness like this warm my heart. #KindnessMatters #COVIDKindness,positive
???? Big shoutout to all the frontline workers who are keeping us safe and healthy during this pandemic. Your hard work doesn't go unnoticed! #HeroesAmongUs #COVID19,positive
"#coronavirus #covid19 Happy Easter  Good Friday  Easter  Away Game Anticipation #sunday  #Jesus  #JesusChrist  #religion  #ReligiousFreedom  #world  #StayHome  #keepput #StarWars  #justkidding #toiletpaper  #facts #places 

https://t.co/nB1b5BGyIS",extremely positive
"Retailers who address the organisational challenge of ship-from-store now may find it continues to be a useful tool after COVID-19. #retail #supplychain 

https://t.co/9Dhnia4elj",positive
???? Loving the sense of order and safety in supermarkets with social distancing measures. #SafeShopping,positive
"Nurses, truck drivers, grocery store clerks and others are ????risking their lives???? to care for Americans amid the COVID-19 pandemic and economic shutdown, he said.""
#coronavirus
https://t.co/8jJskgMxra",positive
The blame game and finger-pointing during this crisis isn't helping anyone. #COVID19 #UnityNotDivision,negative
"Job losses, businesses shutting down ?? the real cost of this pandemic is staggering. #COVID19EconomicImpact",extremely negative
Angry at how some people are blatantly ignoring social distancing. It's not hard to keep a distance. #COVID19Safety,negative
Feeling frustrated with the slow vaccine rollout. We need to do better. #VaccineRollout #COVID19,negative
Online yoga classes are a game-changer! Keeping fit and calm. #YogaAtHome #Wellness,positive
Every cough or sneeze now feels like a moment of panic. #COVID19Paranoia,negative
Brands are getting creative with virtual marketing strategies during the pandemic. #DigitalMarketing,neutral
E-commerce is experiencing a surge as more people shop online. #OnlineShopping,neutral
"Dreaming of the day when we can finally say we've overcome #COVID19. Until then, staying strong in adversity.",negative
"Last week vs Today #Costco ?

#coronavirus #CoronaCrisis #coronavirusmemes #CoronavirusOutbreak #seattlecovid19 #seattlelockdown #Seattle #toiletpaper #ToiletPaperPanic #toiletpapercrisis https://t.co/hq4RuOOtU7",neutral
"I couldn't get a delivery slot at any supermarket before April for my parents (69 &amp; 71 - my dad has asthma &amp; COPD).

Meanwhile, Tescos pull up this morning and deliver 7 baskets &amp; a cow to my 30 year old neighbours.

#communityspirit
#UKlockdown #coronavirus #COVID19",neutral
"Here's some additional useful info circulated by Montgomery County Councilmember @hansriemer yesterday regarding #supermarket hours, guidance for older residents, support for businesses and workers, and other items. #COVID19 #Coronavirus https://t.co/TGiOK8cmxC",extremely positive
"Take a look at the key emerging consumer trends, associated impacts on consumer-facing businesses &amp; how businesses can embark on a transformation journey to cater to an evolved consumer in the post #COVID19 era https://t.co/Gb0BzUf6k6",neutral
Watching small businesses close due to #COVID19 is heartbreaking. The economic fallout is just beginning.,extremely negative
Many car insurance companies are offering refunds during the pandemic but and Center for Economic Justice say more needs to be done to help consumers Via,extremely positive
Greedy corporations exploiting a health crisis for profit. Absolutely disgusting! #CorporateGreed,extremely negative
My local supermarket is a free-for-all. Social distancing? More like social disregard. #COVID19 #StaySafe,negative
"Really struggling with the panic buying mentality. Why hoard toilet paper? It's not a snowstorm, it's a pandemic. #COVID19 #panicbuying",negative
"@nuaansw has produced this COVID-19 Harm Reduction consumer resource, providing tips on how to stop the spread of the virus and planning ahead if you have to self-isolate if you use drugs https://t.co/3pwrK02Xe4",extremely negative
The creativity shown by gyms and fitness instructors in going online is incredible. Keeping fit from home! ???????? #FitnessGoals #HomeWorkouts,extremely positive
"#French President Emmanuel Macron has imposed a two-week lockdown, declaring a ????war???? on #coronavirus; cancelled municipal elections,,citizens have been ordered to stay home and will only be allowed out for ????essential duties???? such as trips to the grocery store or pharmacy!  ?",extremely negative
Virtual fitness classes are a savior. Keeping fit and staying safe at the same time! ???? #VirtualFitness #StayFitStaySafe,extremely positive
It s Not Covid 19 It s due fall in global oil prices Oil cost 30 barrel amp Nigeria spends 28 to produce a barrel surely its No longer sustainable to maintain under recovery We produce max 2M barrels Saudi produces 10 12MB day lt 3 barrel amp still offers discount on its crude,negative
"Now they will shut the stores down.  ? 

Market Basket, Shaw's employees in Massachusetts test positive for coronavirus https://t.co/tJk9Eg6wTS",positive
"Angels of Reasi
A group of volunteers under d guidance of DM #Reasi is helping district admin.  in reaching out to public for essential commodities. Control Room AD FCS &amp; CA Reasi: Whatsapp70067 47305
Call 94192 45670 adcapdrsi@gmail.com www.twitter/ad_fcs https://t.co/wsqx9qLYmN",positive
People ignoring social distancing advice are part of the problem. #StayHome,extremely negative
Seeing empty parks and streets is surreal and depressing. Miss the days of normalcy. #LifeBeforeCOVID19 #PandemicBlues,negative
It??s incredible how quick and efficient online banking has become. Managing finances from the comfort of home is a win! #OnlineBanking #FinancialFreedom,extremely positive
"@SomaliChula @dwnews Especially now with covid-19 which we don't know how extensively it has afflicted them,also oil prices are continuing to plunge,the costly war in Yemen has now become an unaffordable adventure.",extremely negative
"Now this is one of the most important lists you'll see in 2020! A stance by the government to prevent companies from hiking up the prices of baby formula, toilet paper, rice, cooking oil, and more basic household items? #COVID19SA https://t.co/V0whnMDYlm",positive
"WHO's Covid-19 report shows the % change in new cases has dropped. Our daily snapshot of popular currency pairs:
EURUSD 1.0862
GBPUSD 1.2335
USDJPY 108.8690
USDCHF 0.9734
Prices indicative, check our platforms for latest. For other market news visit https://t.co/MHuBnFIWdf https://t.co/We84xEFcp0",positive
The toll this pandemic is taking on mental health can't be understated. It's a silent crisis within a crisis. #MentalHealth #COVID19,negative
"The pandemic has brought out the worst in people. Hoarding, greed, selfishness. #COVID19",extremely negative
My sis said Walmart &amp; Sam????s Club already had long lines at 6:30am wait to get in. Sam????s opens at 9am! Albertson????s line in pic. People are still #panicbuying insane! ???????#StopPanicBuying #StopHoarding #coronavirus ??? https://t.co/3MDGb39nJw,negative
"@realDonaldTrump said today in an interview that ""grocery store shelves are stocked"". Clearly he hasn't been in a grocery store.  #COVID19 #coronavirus https://t.co/JVBA9ABwUH",positive
"Economic fallout from this pandemic is just starting. Small businesses are dying, and no one seems to care. #COVIDEconomy",extremely negative
Is it safe to receive delivery packages and should you be online shopping anyway during the #coronavirus crisis? https://t.co/X06KhFIUG4 via @fabsab5,negative
Did you know? Regular hand washing is still one of the best ways to stay healthy. #HealthTips #COVID19,neutral
"Urban planning with more pedestrian zones and bike lanes is a breath of fresh air, literally! Loving this green initiative. ???? #UrbanPlanning #GreenCities",extremely positive
